1,2
2,6
3,6
4,10
5,9
6,10
7,9
8,10
9,13
10,13
11,12
12,14
13,12
14,13
15,13
16,17
17,15
18,17
19,15
20,17
21,16
22,16
23,15
24,18
25,19
26,19
27,19
28,20
29,18
30,21
31,18
32,20
33,19
34,19
35,19
36,25
37,21
38,22
39,22
40,24
41,21
42,24
43,21
44,23
45,23
46,22
47,21
48,25
49,25
50,26
51,25
52,26
53,24
54,27
55,25
56,27
57,25
58,25
59,24
60,29
61,24
62,25
63,26
64,30
65,28
66,30
67,27
68,29
69,28
70,30
71,27
72,32
73,27
74,28
75,29
76,29
77,28
78,30
79,27
80,31
81,32
82,31
83,30
84,35
85,31
86,31
87,31
88,33
89,30
90,35
91,31
92,32
93,31
94,31
95,31
96,35
97,30
98,32
99,32
100,37
101,33
102,36
103,33
104,36
105,36
106,34
107,33
108,38
109,33
110,36
111,34
112,37
113,33
114,36
115,34
116,35
117,35
118,34
119,34
120,40
121,37
122,37
123,37
124,38
125,37
126,41
127,36
128,39
129,37
130,39
131,36
132,41
133,37
134,37
135,39
136,39
137,36
138,39
139,36
140,41
141,37
142,37
143,37
144,46
145,40
146,40
147,41
148,41
149,39
150,44
151,39
152,42
153,41
154,42
155,40
156,44
157,39
158,40
159,40
160,44
161,40
162,43
163,39
164,41
165,42
166,40
167,39
168,46
169,43
170,45
171,44
172,44
173,42
174,45
175,44
176,46
177,43
178,43
179,42
180,50
181,42
182,45
183,43
184,45
185,43
186,45
187,43
188,44
189,45
190,45
191,42
192,48
193,42
194,43
195,45
196,49
197,45
198,50
199,45
200,50
201,46
202,46
203,46
204,50
205,46
206,46
207,47
208,49
209,46
210,52
211,45
212,47
213,46
214,46
215,46
216,52
217,46
218,46
219,46
220,50
221,46
222,48
223,45
224,50
225,52
226,49
227,48
228,53
229,48
230,51
231,51
232,51
233,48
234,53
235,49
236,50
237,49
238,51
239,48
240,57
241,48
242,50
243,50
244,50
245,50
246,51
247,49
248,51
249,49
250,51
251,48
252,56
253,49
254,49
255,51
256,55
257,51
258,54
259,52
260,56
261,53
262,52
263,51
264,58
265,52
266,54
267,52
268,53
269,51
270,58
271,51
272,55
273,54
274,52
275,53
276,56
277,51
278,52
279,53
280,58
281,51
282,54
283,51
284,53
285,54
286,54
287,52
288,59
289,55
290,57
291,55
292,56
293,54
294,59
295,55
296,57
297,57
298,55
299,55
300,62
301,55
302,55
303,55
304,58
305,55
306,59
307,54
308,59
309,55
310,57
311,54
312,61
313,54
314,55
315,59
316,56
317,54
318,57
319,55
320,60
321,55
322,57
323,55
324,64
325,59
326,58
327,58
328,60
329,58
330,64
331,57
332,59
333,59
334,58
335,58
336,66
337,57
338,59
339,58
340,62
341,58
342,62
343,58
344,60
345,60
346,58
347,57
348,62
349,57
350,62
351,60
352,62
353,57
354,60
355,58
356,59
357,60
358,58
359,57
360,68
361,61
362,61
363,62
364,65
365,61
366,63
367,60
368,64
369,62
370,63
371,61
372,65
373,60
374,63
375,63
376,63
377,61
378,67
379,60
380,65
381,61
382,61
383,60
384,67
385,63
386,61
387,62
388,62
389,60
390,67
391,61
392,65
393,61
394,61
395,61
396,68
397,60
398,61
399,63
400,70
401,63
402,66
403,64
404,65
405,67
406,66
407,64
408,70
409,63
410,66
411,64
412,65
413,64
414,68
415,64
416,68
417,64
418,66
419,63
420,74
421,63
422,64
423,65
424,66
425,65
426,66
427,64
428,65
429,66
430,66
431,63
432,72
433,63
434,66
435,66
436,65
437,64
438,66
439,63
440,70
441,70
442,69
443,66
444,71
445,67
446,67
447,67
448,72
449,66
