762,95,26
388,230,5
436,56,23
331,183,5
159,46,11
693,433,5
328,159,8
540,102,17
105,49,8
702,103,20
959,127,23
860,793,5
682,284,8
671,537,5
449,314,5
963,577,5
173,122,5
738,524,5
181,172,5
971,624,5
996,443,8
332,170,5
348,222,5
727,539,5
969,706,5
280,25,35
916,364,8
326,266,5
862,288,8
46,43,5
968,243,11
470,429,5
194,90,8
349,228,5
516,79,20
588,346,5
145,2,218
8,8,5
549,219,8
435,107,14
624,41,47
768,29,80
397,385,5
709,368,5
427,150,8
647,539,5
730,619,5
351,282,5
153,7,65
693,460,5
119,1,359
715,445,5
143,97,5
236,235,5
112,74,5
910,554,5
741,82,29
173,17,32
975,828,5
581,355,5
229,139,5
264,147,5
349,10,104
378,198,5
313,46,20
942,777,5
705,97,23
581,177,11
956,184,17
414,295,5
5,4,5
14,14,5
433,92,14
674,199,11
43,21,8
382,131,8
135,102,5
1,1,5
729,132,17
443,130,11
475,325,5
262,27,29
462,257,5
270,141,5
369,60,20
825,656,5
51,29,5
266,112,8
389,246,5
323,230,5
660,414,5
921,184,17
553,46,38
567,18,95
382,273,5
432,362,5
314,161,5
599,281,8
222,21,32
847,782,5
228,40,17
497,98,17
840,838,5
398,371,5
345,144,8
658,525,5
603,103,17
705,274,8
981,9,329
726,33,68
361,233,5
208,123,5
406,10,122
88,13,20
957,139,20
583,392,5
82,72,5
960,898,5
400,41,29
667,392,5
503,248,8
466,390,5
883,799,5
487,46,32
923,33,83
561,558,5
653,170,11
632,165,11
133,34,11
559,548,5
377,267,5
758,730,5
484,121,14
597,17,107
403,362,5
578,194,8
715,343,8
865,22,119
657,13,152
21,10,8
107,106,5
522,74,23
977,394,8
359,113,11
183,50,11
373,13,86
396,124,11
956,647,5
280,46,20
829,218,11
77,36,8
21,9,8
513,503,5
309,76,14
696,227,11
960,428,8
860,428,8
228,51,14
720,662,5
292,107,8
740,662,5
456,174,8
521,424,5
599,11,164
818,58,44
600,146,14
90,51,5
784,606,5
125,28,14
267,158,5
816,333,8
602,323,5
195,161,5
32,7,14
274,70,11
20,4,17
47,6,23
872,234,11
77,53,5
320,252,5
940,182,17
743,101,23
519,408,5
735,26,86
370,12,92
907,810,5
