493,15,43
746,138,27
25,14,13
304,203,13
844,88,33
955,507,13
167,95,13
807,550,13
365,323,13
70,19,21
28,22,13
376,77,25
838,572,13
198,189,13
384,307,13
910,186,25
638,243,19
500,244,19
357,115,21
78,31,19
645,157,25
427,409,13
239,190,13
304,199,13
820,3,65
147,9,37
100,36,19
181,148,13
791,10,57
908,324,19
974,49,41
593,309,13
358,259,13
50,36,13
249,166,13
537,55,33
606,41,35
881,694,13
744,245,21
242,190,13
49,9,27
534,401,13
18,11,13
615,253,19
661,497,13
514,172,19
239,8,43
687,425,13
802,440,13
5,1,27
418,236,13
300,59,27
91,4,41
712,145,25
156,45,21
450,46,33
424,62,27
904,566,13
608,58,33
934,624,13
128,4,43
867,91,33
344,311,13
935,572,13
88,84,13
887,301,19
736,532,13
428,376,13
119,79,13
625,513,13
653,263,19
401,108,21
171,135,13
337,39,31
177,18,33
892,36,39
802,422,13
64,62,13
827,53,37
598,66,33
595,525,13
506,305,13
370,173,19
178,55,21
421,352,13
352,83,25
878,221,21
583,159,21
347,302,13
95,68,13
761,123,27
235,208,13
384,377,13
564,258,19
447,263,13
885,550,13
141,72,13
586,436,13
560,339,13
701,687,13
8,6,13
669,618,13
672,40,37
275,251,13
348,218,13
533,513,13
73,42,13
775,356,19
753,570,13
974,175,27
186,105,13
536,378,13
65,15,25
803,111,29
201,66,21
325,153,19
971,823,13
694,157,25
894,467,13
711,336,19
652,400,13
577,234,19
537,161,21
817,472,13
27,14,13
127,104,13
25,25,13
847,424,13
746,456,13
428,166,19
546,40,35
857,554,13
876,677,13
763,670,13
931,553,13
829,712,13
129,77,13
666,324,19
292,109,19
2,1,19
820,622,13
320,172,13
797,164,25
666,331,19
257,119,19
219,176,13
22,2,35
128,122,13
846,9,57
607,310,13
249,113,19
26,2,35
142,75,13
196,38,27
635,39,37
149,95,13
972,256,21
658,592,13
488,337,13
902,703,13
496,454,13
217,56,21
209,180,13
942,625,13
792,415,13
866,442,13
865,719,13
209,190,13
910,141,27
119,96,13
321,298,13
195,164,13
903,260,21
324,55,27
932,187,25
847,414,19
224,141,13
295,291,13
601,368,13
425,71,27
29,25,13
377,239,13
959,784,13
431,96,25
390,100,21
602,100,27
998,148,27
516,94,27
305,73,25
260,42,27
313,313,13
900,43,39
879,73,33
909,240,21
856,743,13
819,295,19
806,515,13
707,538,13
713,147,25
51,10,27
858,520,13
760,346,19
43,16,19
598,546,13
950,761,13
955,661,13
579,232,19
508,409,13
207,125,13
537,529,13
115,54,19
26,10,19
822,533,13
419,198,19
520,119,25
187,132,13
40,37,13
736,594,13
365,175,19
660,444,13
170,124,13
231,70,21
960,924,13
956,390,19
190,15,33
893,519,13
492,359,13
807,232,21
882,472,13
137,99,13
279,129,19
223,71,21
273,102,19
861,491,13
317,300,13
572,73,29
71,19,21
624,36,39
989,545,13
473,399,13
369,292,13
112,98,13
898,785,13
712,239,19
535,74,29
719,358,19
647,166,21
638,166,21
480,25,41
791,450,13
99,13,29
623,596,13
400,323,13
78,33,19
929,433,19
875,385,19
283,121,19
172,118,13
914,549,13
975,455,19
69,8,31
201,113,13
706,62,35
411,249,13
711,487,13
184,16,35
580,297,13
330,73,25
730,129,27
219,148,13
537,260,19
738,693,13
256,133,13
50,33,13
168,168,13
731,170,25
543,43,33
842,676,13
893,631,13
999,494,19
376,351,13
12,8,13
846,412,19
160,144,13
874,373,19
999,23,49
446,287,13
680,557,13
623,92,27
404,71,27
594,153,21
430,227,13
92,49,13
842,415,19
904,662,13
244,13,39
502,73,27
242,190,13
353,125,19
22,19,13
354,28,33
166,2,55
423,38,35
514,224,19
734,535,13
981,968,13
1,1,13
532,301,13
835,212,21
609,327,13
760,743,13
624,68,33
400,313,13
133,38,21
138,116,13
604,295,19
391,278,13
369,183,19
429,308,13
661,545,13
492,464,13
353,289,13
202,161,13
824,728,13
340,319,13
623,535,13
250,155,13
878,238,21
654,59,35
237,101,19
315,42,29
81,50,13
521,404,13
356,40,31
798,50,37
932,5,63
801,546,13
206,27,29
763,351,19
256,208,13
293,33,31
366,198,13
752,299,19
554,542,13
71,60,13
240,61,21
37,8,25
743,354,19
914,824,13
417,380,13
126,25,27
413,6,51
231,24,33
518,487,13
823,454,13
770,320,19
880,143,27
4,1,25
841,503,13
111,50,19
228,173,13
340,295,13
939,814,13
599,536,13
297,38,29
792,116,27
634,72,31
446,202,19
85,77,13
788,575,13
222,85,19
806,547,13
703,211,21
1,1,13
924,109,31
174,37,25
925,681,13
391,391,13
225,36,27
780,753,13
172,62,19
447,378,13
415,313,13
258,84,21
284,229,13
105,14,29
798,444,13
638,578,13
854,174,25
52,22,19
131,61,19
862,441,13
657,360,13
757,375,19
131,53,19
134,70,13
108,37,19
380,354,13
410,41,33
139,137,13
631,180,21
698,509,13
597,407,13
382,350,13
403,223,13
710,502,13
760,716,13
945,889,13
613,287,19
133,110,13
616,442,13
319,21,37
948,536,13
620,413,13
154,75,19
