457,66,20
268,208,5
882,386,8
292,204,5
135,90,5
437,81,17
988,593,5
115,94,5
48,30,5
869,319,8
867,349,8
891,426,8
167,128,5
296,202,5
292,6,146
270,1,812
46,9,17
696,56,38
985,311,11
760,628,5
504,452,5
641,27,71
651,308,8
234,90,8
72,3,74
505,258,5
996,674,5
397,28,44
210,4,158
690,246,8
193,156,5
578,439,5
711,397,5
632,215,8
478,1,1436
227,178,5
658,82,26
105,54,5
839,637,5
739,488,5
950,303,11
986,171,17
521,297,5
760,350,8
366,266,5
499,358,5
433,361,5
773,409,5
71,41,5
837,572,5
491,307,5
173,106,5
881,332,8
667,309,8
314,192,5
630,280,8
395,65,20
707,274,8
271,126,8
636,630,5
817,126,20
466,324,5
494,366,5
768,729,5
655,354,5
504,295,5
650,633,5
60,49,5
480,462,5
342,164,8
497,22,68
500,190,8
830,806,5
679,152,14
987,350,8
175,101,5
63,48,5
498,121,14
532,417,5
615,543,5
48,22,8
655,69,29
892,429,8
922,110,26
410,308,5
264,118,8
585,239,8
876,432,8
570,20,86
235,226,5
360,187,5
173,15,35
27,11,8
619,130,14
668,101,20
98,21,14
172,108,5
605,513,5
702,570,5
553,176,11
200,48,14
439,299,5
364,204,5
611,266,8
685,25,83
578,464,5
929,287,11
577,272,8
924,257,11
81,31,8
265,12,68
206,195,5
811,570,5
816,38,65
698,328,8
873,331,8
873,491,5
113,90,5
966,793,5
764,81,29
293,249,5
581,409,5
724,252,8
788,10,236
260,133,5
566,75,23
884,541,5
824,562,5
733,632,5
422,337,5
312,202,5
366,94,11
442,385,5
639,101,20
980,590,5
752,431,5
25,10,8
923,453,8
747,179,14
844,682,5
319,317,5
456,191,8
895,704,5
515,168,11
378,205,5
49,20,8
101,56,5
737,92,26
333,98,11
929,83,35
604,470,5
400,25,50
15,12,5
910,535,5
532,262,8
437,181,8
237,93,8
765,633,5
713,300,8
34,4,26
222,140,5
197,71,8
431,369,5
609,212,8
373,364,5
620,224,8
122,36,11
405,65,20
585,434,5
954,605,5
815,631,5
255,243,5
491,214,8
116,114,5
11,1,35
152,12,38
245,167,5
648,43,47
604,362,5
326,221,5
882,562,5
440,334,5
579,75,23
544,35,47
388,78,14
538,180,8
256,200,5
19,17,5
989,278,11
324,309,5
216,95,8
1,1,5
287,145,5
20,2,32
301,95,11
483,397,5
857,708,5
819,633,5
137,34,14
172,108,5
756,732,5
564,358,5
950,849,5
711,93,23
320,178,5
662,418,5
645,451,5
123,14,26
273,114,8
256,205,5
70,7,32
900,555,5
362,37,29
736,195,11
628,472,5
428,132,11
803,67,35
218,173,5
25,19,5
12,10,5
546,432,5
308,307,5
836,654,5
160,132,5
366,245,5
570,288,5
918,462,5
669,172,11
201,191,5
109,64,5
507,250,8
388,246,5
446,19,71
538,109,14
554,101,17
967,243,11
736,398,5
48,26,5
870,486,5
787,369,8
782,18,131
636,419,5
327,32,32
586,319,5
911,7,392
595,153,11
857,147,17
474,298,5
832,336,8
731,162,14
213,3,215
369,157,8
469,354,5
333,233,5
428,54,23
532,375,5
39,9,14
610,112,17
775,586,5
237,174,5
285,15,59
809,15,161
75,48,5
892,368,8
785,782,5
899,850,5
814,722,5
243,199,5
230,157,5
839,621,5
5,5,5
339,111,11
686,31,68
244,163,5
209,36,17
650,21,92
987,890,5
44,40,5
792,442,5
775,747,5
751,582,5
157,149,5
319,91,11
46,11,14
23,5,14
83,66,5
863,107,26
423,66,20
578,471,5
257,177,5
691,575,5
10,8,5
287,260,5
655,326,8
195,90,8
590,569,5
306,58,17
522,235,8
743,116,20
353,241,5
959,238,14
391,32,38
24,2,38
273,16,53
428,99,14
682,251,8
636,388,5
691,190,11
331,318,5
736,116,20
128,65,5
256,96,8
599,562,5
108,73,5
374,85,14
899,91,29
569,346,5
148,62,8
318,284,5
936,179,17
296,78,11
736,137,17
650,576,5
805,63,38
606,16,113
86,70,5
978,532,5
454,400,5
236,74,11
47,28,5
525,390,5
819,805,5
387,71,17
267,75,11
696,525,5
793,549,5
722,175,14
164,36,14
121,10,38
598,492,5
4,2,8
705,569,5
22,1,68
130,101,5
915,244,11
412,271,5
919,156,17
546,16,104
517,35,44
130,30,14
393,303,5
924,170,17
822,155,17
906,338,8
594,549,5
175,100,5
747,244,11
643,47,41
985,908,5
240,10,74
604,536,5
52,4,41
504,186,8
318,99,11
43,29,5
718,216,11
76,71,5
913,147,20
71,6,35
169,47,11
144,38,11
15,12,5
442,388,5
720,154,14
553,297,5
324,58,17
569,107,17
513,510,5
178,94,5
211,134,5
338,86,11
516,426,5
123,30,14
881,837,5
75,1,227
744,245,11
649,151,14
683,103,20
352,278,5
529,491,5
510,503,5
605,256,8
260,15,53
38,36,5
853,382,8
425,310,5
711,31,68
415,333,5
870,368,8
325,92,11
321,148,8
23,9,8
706,358,5
514,121,14
641,202,11
883,368,8
486,26,56
892,253,11
100,96,5
506,358,5
309,249,5
691,413,5
531,2,797
21,9,8
270,106,8
273,25,32
273,257,5
459,304,5
122,6,62
771,478,5
668,385,5
255,221,5
52,1,158
68,35,5
97,44,8
123,41,11
397,333,5
339,165,8
203,132,5
705,226,11
985,854,5
260,241,5
285,93,11
504,14,110
212,58,11
431,261,5
484,278,5
412,378,5
250,237,5
547,516,5
149,12,38
498,379,5
819,538,5
469,15,95
167,42,11
762,526,5
432,205,8
982,732,5
354,267,5
952,723,5
315,21,47
913,788,5
874,434,8
666,350,5
201,105,5
96,46,8
116,51,8
249,192,5
9,2,14
784,124,20
223,68,11
297,31,29
121,9,41
160,120,5
306,99,11
901,855,5
881,698,5
292,45,20
648,330,5
764,87,26
955,257,11
139,97,5
486,80,20
923,90,32
775,740,5
270,142,5
82,1,248
16,1,50
475,276,5
302,147,8
707,266,8
770,465,5
292,160,5
314,113,8
855,83,32
416,317,5
216,133,5
597,410,5
306,110,8
234,175,5
180,21,26
929,807,5
904,457,5
348,311,5
568,129,14
568,5,341
499,260,5
303,95,11
908,887,5
995,841,5
73,46,5
520,393,5
285,114,8
556,453,5
15,6,8
982,23,128
731,126,17
961,260,11
551,270,8
119,104,5
815,80,32
852,441,5
341,74,14
526,322,5
685,438,5
307,178,5
744,680,5
848,426,5
452,50,29
624,162,11
71,42,5
298,150,5
126,80,5
922,826,5
191,148,5
296,80,11
787,257,11
360,249,5
801,47,53
711,552,5
643,304,8
924,465,5
290,249,5
766,210,11
999,927,5
479,129,11
561,45,38
874,262,11
101,100,5
51,38,5
635,359,5
283,96,8
296,74,14
985,321,11
597,423,5
53,44,5
242,104,8
539,526,5
105,44,8
130,81,5
562,482,5
869,280,11
280,268,5
709,304,8
336,68,14
822,45,56
712,478,5
161,3,161
421,52,26
780,25,95
356,149,8
267,52,17
391,32,38
17,13,5
691,503,5
7,1,23
588,197,8
195,82,8
66,27,8
361,257,5
598,426,5
979,418,8
747,137,17
270,37,23
722,449,5
76,19,14
638,124,17
41,8,17
234,176,5
828,221,11
312,47,20
179,57,11
674,177,11
408,93,14
755,660,5
183,145,5
807,398,8
655,625,5
419,316,5
141,82,5
573,277,8
42,28,5
81,34,8
209,116,5
108,55,5
620,593,5
487,403,5
514,415,5
382,358,5
560,539,5
691,66,32
719,422,5
284,50,17
713,177,14
956,252,11
417,200,8
988,871,5
50,26,5
866,567,5
608,130,14
704,421,5
221,116,5
919,110,26
311,86,11
765,345,8
75,45,5
971,168,17
358,211,5
318,58,17
103,85,5
475,152,11
747,533,5
51,29,5
901,899,5
336,286,5
69,11,20
744,646,5
958,690,5
137,84,5
290,62,14
585,501,5
399,142,8
910,876,5
579,359,5
249,68,11
879,256,11
328,10,98
276,228,5
425,264,5
285,276,5
539,368,5
466,388,5
855,704,5
772,479,5
755,116,20
309,15,62
69,61,5
873,503,5
410,240,5
460,175,8
998,162,20
941,49,59
245,137,5
526,453,5
509,199,8
901,187,14
826,704,5
173,110,5
930,79,35
749,684,5
755,171,14
874,202,14
237,144,5
877,404,8
522,20,80
114,79,5
948,336,8
207,40,17
374,316,5
735,532,5
298,154,5
65,60,5
550,347,5
956,641,5
721,439,5
316,84,11
504,62,26
524,522,5
696,166,14
688,612,5
521,57,29
880,382,8
604,596,5
700,437,5
215,65,11
251,122,8
574,348,5
555,5,335
874,510,5
296,27,32
611,27,68
303,109,8
653,160,14
213,74,8
233,21,35
523,137,11
185,115,5
613,508,5
804,351,8
660,326,8
630,391,5
164,28,17
450,321,5
297,173,5
221,215,5
403,369,5
